# Wall heat-flux
# Time        	patch         	min           	max           	integral      
1.88837       	bodyBottom	4.628611e+05	4.671468e+05	1.854889e+02
1.88837       	solid_to_fluid	-2.268179e+03	-2.354141e+02	-1.660521e+00
1.88858       	bodyBottom	4.628104e+05	4.670962e+05	1.854686e+02
1.88858       	solid_to_fluid	-2.268230e+03	-2.354348e+02	-1.660613e+00
1.88879       	bodyBottom	4.627598e+05	4.670456e+05	1.854483e+02
1.88879       	solid_to_fluid	-2.268282e+03	-2.354555e+02	-1.660705e+00
1.88901       	bodyBottom	4.627091e+05	4.669950e+05	1.854281e+02
1.88901       	solid_to_fluid	-2.268334e+03	-2.354762e+02	-1.660797e+00
1.88922       	bodyBottom	4.626584e+05	4.669444e+05	1.854078e+02
1.88922       	solid_to_fluid	-2.268385e+03	-2.354969e+02	-1.660889e+00
1.88943       	bodyBottom	4.626078e+05	4.668939e+05	1.853876e+02
1.88943       	solid_to_fluid	-2.268437e+03	-2.355175e+02	-1.660981e+00
1.88964       	bodyBottom	4.625571e+05	4.668433e+05	1.853673e+02
1.88964       	solid_to_fluid	-2.268489e+03	-2.355382e+02	-1.661073e+00
1.88985       	bodyBottom	4.625065e+05	4.667928e+05	1.853471e+02
1.88985       	solid_to_fluid	-2.268540e+03	-2.355588e+02	-1.661165e+00
1.89006       	bodyBottom	4.624558e+05	4.667422e+05	1.853268e+02
1.89006       	solid_to_fluid	-2.268592e+03	-2.355795e+02	-1.661257e+00
1.89027       	bodyBottom	4.624052e+05	4.666917e+05	1.853066e+02
1.89027       	solid_to_fluid	-2.268643e+03	-2.356002e+02	-1.661349e+00
1.89049       	bodyBottom	4.623546e+05	4.666411e+05	1.852864e+02
1.89049       	solid_to_fluid	-2.268695e+03	-2.356208e+02	-1.661441e+00
1.8907        	bodyBottom	4.623040e+05	4.665906e+05	1.852661e+02
1.8907        	solid_to_fluid	-2.268747e+03	-2.356415e+02	-1.661533e+00
1.89091       	bodyBottom	4.622533e+05	4.665401e+05	1.852459e+02
1.89091       	solid_to_fluid	-2.268798e+03	-2.356621e+02	-1.661625e+00
1.89112       	bodyBottom	4.622027e+05	4.664895e+05	1.852257e+02
1.89112       	solid_to_fluid	-2.268850e+03	-2.356828e+02	-1.661717e+00
1.89133       	bodyBottom	4.621521e+05	4.664390e+05	1.852054e+02
1.89133       	solid_to_fluid	-2.268901e+03	-2.357034e+02	-1.661809e+00
1.89154       	bodyBottom	4.621015e+05	4.663885e+05	1.851852e+02
1.89154       	solid_to_fluid	-2.268953e+03	-2.357240e+02	-1.661901e+00
1.89175       	bodyBottom	4.620509e+05	4.663380e+05	1.851650e+02
1.89175       	solid_to_fluid	-2.269005e+03	-2.357447e+02	-1.661993e+00
1.89197       	bodyBottom	4.620003e+05	4.662875e+05	1.851447e+02
1.89197       	solid_to_fluid	-2.269056e+03	-2.357653e+02	-1.662085e+00
1.89218       	bodyBottom	4.619498e+05	4.662370e+05	1.851245e+02
1.89218       	solid_to_fluid	-2.269108e+03	-2.357860e+02	-1.662177e+00
1.89239       	bodyBottom	4.618992e+05	4.661865e+05	1.851043e+02
1.89239       	solid_to_fluid	-2.269159e+03	-2.358066e+02	-1.662269e+00
1.8926        	bodyBottom	4.618486e+05	4.661360e+05	1.850841e+02
1.8926        	solid_to_fluid	-2.269211e+03	-2.358272e+02	-1.662361e+00
1.89281       	bodyBottom	4.617981e+05	4.660856e+05	1.850639e+02
1.89281       	solid_to_fluid	-2.269262e+03	-2.358478e+02	-1.662453e+00
1.89302       	bodyBottom	4.617475e+05	4.660351e+05	1.850437e+02
1.89302       	solid_to_fluid	-2.269314e+03	-2.358685e+02	-1.662545e+00
1.89323       	bodyBottom	4.616969e+05	4.659846e+05	1.850235e+02
1.89323       	solid_to_fluid	-2.269365e+03	-2.358891e+02	-1.662637e+00
1.89345       	bodyBottom	4.616464e+05	4.659342e+05	1.850032e+02
1.89345       	solid_to_fluid	-2.269417e+03	-2.359097e+02	-1.662730e+00
1.89366       	bodyBottom	4.615959e+05	4.658837e+05	1.849830e+02
1.89366       	solid_to_fluid	-2.269468e+03	-2.359303e+02	-1.662822e+00
1.89387       	bodyBottom	4.615453e+05	4.658333e+05	1.849628e+02
1.89387       	solid_to_fluid	-2.269520e+03	-2.359509e+02	-1.662914e+00
1.89408       	bodyBottom	4.614948e+05	4.657828e+05	1.849426e+02
1.89408       	solid_to_fluid	-2.269571e+03	-2.359715e+02	-1.663006e+00
1.89429       	bodyBottom	4.614443e+05	4.657324e+05	1.849224e+02
1.89429       	solid_to_fluid	-2.269623e+03	-2.359921e+02	-1.663098e+00
1.8945        	bodyBottom	4.613938e+05	4.656819e+05	1.849022e+02
1.8945        	solid_to_fluid	-2.269674e+03	-2.360127e+02	-1.663190e+00
1.89471       	bodyBottom	4.613432e+05	4.656315e+05	1.848820e+02
1.89471       	solid_to_fluid	-2.269726e+03	-2.360333e+02	-1.663283e+00
1.89493       	bodyBottom	4.612927e+05	4.655811e+05	1.848619e+02
1.89493       	solid_to_fluid	-2.269777e+03	-2.360539e+02	-1.663375e+00
1.89514       	bodyBottom	4.612422e+05	4.655307e+05	1.848417e+02
1.89514       	solid_to_fluid	-2.269829e+03	-2.360745e+02	-1.663467e+00
1.89535       	bodyBottom	4.611917e+05	4.654803e+05	1.848215e+02
1.89535       	solid_to_fluid	-2.269880e+03	-2.360950e+02	-1.663559e+00
1.89556       	bodyBottom	4.611412e+05	4.654299e+05	1.848013e+02
1.89556       	solid_to_fluid	-2.269932e+03	-2.361156e+02	-1.663651e+00
1.89577       	bodyBottom	4.610908e+05	4.653795e+05	1.847811e+02
1.89577       	solid_to_fluid	-2.269983e+03	-2.361362e+02	-1.663744e+00
1.89598       	bodyBottom	4.610403e+05	4.653291e+05	1.847609e+02
1.89598       	solid_to_fluid	-2.270035e+03	-2.361568e+02	-1.663836e+00
1.89619       	bodyBottom	4.609898e+05	4.652787e+05	1.847408e+02
1.89619       	solid_to_fluid	-2.270086e+03	-2.361773e+02	-1.663928e+00
1.89641       	bodyBottom	4.609393e+05	4.652283e+05	1.847206e+02
1.89641       	solid_to_fluid	-2.270138e+03	-2.361979e+02	-1.664020e+00
1.89662       	bodyBottom	4.608889e+05	4.651779e+05	1.847004e+02
1.89662       	solid_to_fluid	-2.270189e+03	-2.362185e+02	-1.664113e+00
1.89683       	bodyBottom	4.608384e+05	4.651276e+05	1.846802e+02
1.89683       	solid_to_fluid	-2.270241e+03	-2.362390e+02	-1.664205e+00
1.89704       	bodyBottom	4.607880e+05	4.650772e+05	1.846601e+02
